TEAM NAMES,Series Number,Filename,Name,Description,Gender,Attributes,UUID,hash_value
"","243","uju-robo-robo","uju robo robo","An aso-oke business woman at Balogun market.","Female","hair: black; eyes: black and grey; teeth: missing two front tooth; clothing: grey and mixed color patterned ankara; accessories: ankara beret; expression: astonished; strength: business acumen; weakness: hot tempered","8b98de66-9a2b-4229-b0d9-297b2906f548","42c36c82e3ce384ca38a76bb1f2cc252a823a3e2e4bbaa3a7c8796c03308563e"
"","244","yetunde-anifowose","yetunde anifowose","Old money lady who was in UK before UK was UK.","Female","hair: brown; eyes: brown; teeth: none; clothing: blue ankara; accessories: tobacco pipe; expression: serious; strength: wealthy; weakness: condescending","5646daa8-2619-46a5-ac93-9a49f862729a","e025c93b08edaaf3da44bf4b9ccc0f123dd622f73fd7a747179f474646756b28"
"","245","dumebi-jjc","dumebi jjc","Newly admitted to the university; looking for freedom from her parents.","Female","hair: orange hair in two side buns; eyes: black; teeth: none; clothing: ankara blouse; accessories: none; expression: innocent; strength: curiousity; weakness: gullible","ed0148f9-491b-44e5-9b3b-07d3e8a48efe","202955afb0de27ed0dc0a9b17503315f952a95b1d9b95f9797a170930accaf69"
"","246","ukwu-nengi","ukwu nengi","Well endowed woman who will always make heads turn.","Female","hair: dark brown; eyes: black and grey; teeth: none; clothing: orange, blue, yellow and black ankara; accessories: none; expression: straight faced; strength: smart; weakness: cunny","32a9fc99-8b86-407d-9d66-2c9aaa8200e8","f8f8f05375253c99b5c7d6dca2932bf1177b82413893e30c8f40a43edc859ed2"
"","247","nonso-malay","nonso malay","Nonso Malay is an enterprising man who made his fortune after he travelled abroad.","Male","hair: orange; eyes: squint; teeth: none and moustache; clothing: agbada; accessories: none; expression: mischevious smile; strength: action person; weakness: doesn't trust anyone","573f741e-7dfd-4145-a532-2cbf0194c5bd","19b052fea8b09aacd4f497d15d5142cd04cf8cf15ee18974d299bae92c43a734"
"","248","saro-texaco","saro texaco","An oil tycoon who dominates.","Male","hair: none; eyes: black; teeth: white; clothing: agbada; accessories: cap; expression: smiling; strength: negotiations; weakness: stingy","ba8a51d0-24d6-43fe-bf56-12eb50f6fc4a","21922d77c39654ed1181fea8c25f32971725d358fcb623aa060dd89afb4298cd"
"","249","akpos-agbero","akpos agbero","A Warri boy always in the mood for violence.","Male","hair: none; eyes: black; teeth: rabbit front teeth; clothing: brown polo and blue pinafore; accessories: cap; expression: angry; strength: physically fit; weakness: short-tempered","70875603-9e90-467f-9d44-af15f71b70e9","21c612486685bb59b991985f56712628f9c968235e427fa32b03bc91d79015bc"
"","250","kasali-danfo","kasali danfo","A danfo driver popular for his positive outlook of life.","Male","hair: none; eyes: black; teeth: missing two front teeth; clothing: green polo and blue pinafore; accessories: chewing stick and bandana; expression: hopeful; strength: optimistic; weakness: over promises a lot","afaa2a41-1bc0-47bf-acef-d9638d6c5369","2aeac8928155338532388d3de0c0f1c8bbf4cadede7c61bc12be3962fe27a162"
"","251","osaz-benz","osaz benz","Osaz benz is an Edo born car dealer who buys only Mercedes Benz cars for his clients.","Male","hair: red; eyes: black; teeth: gold tooth; clothing: white polo and blue pinafore; accessories: none; expression: unamused; strength: technology savy; weakness:reckless","a11e8485-d8dd-4970-b0d3-cde7ab9f53e3","96b5e25b40a34662d746765089197017a5192b8c622c39e2743e42352a306cfc"
"","252","kareem-kasanova","kareem kasanova","Abuja big boy; he has sweet mouth for wooing ladies.","Male","hair: none; eyes: black; teeth: none; clothing: agbada; accessories: bubble gum and cap; expression: charming; strength: chivalry; weakness: unfaithful","9b765dd9-5d2f-4050-9583-4200e4b2d5d4","df6e37850ee9cd84051b6eec801d24eaec3d59380b5dfa5b5f209c3aad74db4e"
"","253","mayor-of-uyo","mayor of uyo","Essien is a top Lagos businessman who hails from Uyo.","Male","hair: none; eyes: cyan and left side eyed; teeth: none; clothing: chieftancy; accessories: candy bar; expression: joyful; strength: wealthy; weakness: loves women a lot","6ae4ca87-8d71-48e5-8098-fc5241a0ba36","5b5c0243270461121cb4ba412cfe2c5a200e990bdc37013bdca5bc21111b5198"
"","254","chinedu-china","chinedu china","An Nnewi blooded spareparts importer and exporter with goods from china.","Male","hair: none; eyes: cyan; teeth: none; clothing: wrapper; accessories: none; expression:smirking; strength:business acumen; weakness:brags a lot","76a09cf1-b5fd-4bc0-bf61-0c0b9024b264","2ef006c8b6c1aafbacfe2d71e394de9ab5b20d35d39dd3c84f584d602e29b15c"
"","255","papa-ekene","papa ekene","The oldest man of the Akwauzu clan.","Male","hair: none; eyes: black; teeth: missing two teeth; clothing: ankara native top; accessories: chewing stick; expression: lighthearted; strength: wisdom; weakness: talks too much","8b8d34d0-3d41-4170-aa3f-755beae83b00","1007c1f4554a7471116a6824427203d1a7b49961f4037ac8adbb04b14901b33e"
"","256","ogbeni-rauf","ogbeni rauf","Minister of enjoyment for Freedom state.","Male","hair: none; eyes: squint; teeth: gold tooth; clothing: agbada; accessories: cap; expression: grinning; strength: persuasive speaker; weakness: manipulative","048f1180-33be-4a58-881e-22e7f0f96455","035cdaf6cb3d60a42eaf8842a89ae5a651a4ba2f7fd82e358f2e508ee0970ac3"
"","257","koffi-banku","koffi banku","He loves food so much and doesnt joke with his meal time.","Male","hair: orange afro hairstyle; eyes: azure and bold; teeth: missing two front teeth; clothing: wearing ankara print with white inner; accessories: none; expression: anticipating; strength: cooks well; weakness: always hungry for food","9699105f-607a-4c0b-81c0-373c6d35f4fe","a4cff3271c369778440e213207fee763f1403e335d19d742bbb24c2bd708c514"
"","258","alhaji-bello","alhaji bello","Rich Hausa business mongul controlling half of cow production in Nigeria.","Male","hair: none; eyes: squinting; teeth: missing a front tooth; clothing: ankara agbada; accessories: cap; expression: smiling; strength: wealthy; weakness: dishonest","1f0839dd-b4c9-4adb-9328-a2b4ceff999b","1a7c5ce26c9ef3fc299f275e6abb22f3ad4bc32557ded6bf3bf4d5688f237549"
"","259","toju-mafejopami","toju mafejopami","Toju is a street hustler does not like stress.","Male","hair: none; eyes: closed; teeth: white with one gold tooth; clothing: yellow shirt with a blue jean pinafore; accessories: cap; expression: sleeping; strength: street smart; weakness: nonchalance","3c733806-3fd3-4c49-afd1-97f6a0802485","f95046e38cad303f82cd2324bd7d25deecef37f0b171d5ce75d5e038417773c3"
"","260","femi-maserati","femi maserati","Rich kid who resides in lekki; known by everybody because he drives a maserati.","Male","hair: none; eyes: black and side eyed; teeth: white; clothing: green polo and blue pinafore; accessories: bandana; expression: confident; strength: relatable and easily makes friends; weakness: shouts a lot","dc5bb7ae-6280-4038-a0cc-6f7ba98bc5cf","e80928306b5020ac36ba1c34c83716a0fbad9e7fad0a040369d1eb680a2146ac"
"TEAM POWERDRILL","261","paul-the-comedian","paul the comedian","Paul is a funny man; he always makes great jokes at parties.","Male","hair:black; eyes: glasses; teeth: none; clothing: black and yellow v neck; expression: cool; strength: trustworthiness; weakness: slow","f8112915-64ca-41e5-9ca4-5b60c47d7a01","efc29541998be6a4b1759965706ccf3ef0ec22369a4fcabc2e7dbbb70ce2ba12"
"","262","amina-lagos-housewife","amina lagos housewife","Amina is always showing the rich housewife vibes.","Female","hair:red; eyes: blue; teeth: none; clothing: blue and yellow ankara; accessories: none; expression: straight face; strength: fashionista; weakness: exorbitant ","5612f542-d85e-4a2c-8661-20553dfd07bf","e7e649a4fcb1dab50f0d30168490faa975852dda73a5e46244ee998913d8f973"
"","263","kiekie-the-asoebibella","kiekie the asoebibella","Kiekie is classfied as the life of the party.","Female","hair: purple; eyes: grey; teeth: none; clothing: blue and yellow ankara; accessories: none; expression: smile; strength: helpful; weakness: none","097014d5-0ef3-46f5-9a9b-5c01f70114b3","e873b4d59f55aa68edddea0c77922579820f2b302e529a7df2ec4d0660a8efe3"
"","264","kunle-the-hunter","kunle the hunter","Kunle goes for the best and hits all his targets at bull's eye.","Male","hair:black; eyes: blue; teeth: none; clothing: one handed yellow ankara; accessories: none; expression: smile; strength: fast; weakness: cannot speak english","b0310fc2-4bed-48e5-abfc-566c964786d7","e5d98d34a47ed3ab0918163915db6a9d39de641c733ce6e402c169dcd1c2ca3f"
"","265","amara-the-hairstylist","amara the hairstylist","Amara is truly your one stop shop for all your hair & beauty needs.","Female","hair:purple; eyes: grey; teeth: none; clothing: multicolour ankara; accessories: none; expression: none; strength: multitasker; weakness: unfriendly","412345b9-7e04-4102-af7c-5458721ac64d","d999c2b94f291234890fc2dd444d5691a875cae21ab4ac29d8afeab877b64eec"
"","266","mary-nail-technician","mary nail technician","Mary makes magic with her press-on nails.","Female","hair:red; eyes: grey; teeth: none; clothing: multicolour ankara; accessories: none; expression: none; strength: hustler; weakness: uncoordinated","17ea9c3b-c90f-4023-84d6-d563c098b030","4fcbfc7aba98134da8c875dc0ef6be25f7267c5485abc019adaa41db97e92d00"
"","267","odogwu-oil-contractor","odogwu oil contractor","From malaysia to kaduna, odogwu's oil is known.","Male","hair:black; eyes: black with glasses; teeth: none; clothing: brown and gold guniea; accessories: none; expression: none; strength: hustler; weakness: taking criticism ","b503bbfb-f972-4d4a-9352-e9dfe6671d36","c2ffb51d2614bf881d98f01e9c75bb4930fe6f954db0f27ba0f0415207252624"
"","268","simisola-the-kenteprincess","simisola the kenteprincess","Simisola rocks kente even in swim outfits.","Female","hair:brown; eyes: blue; teeth: none; clothing: multicolour yellow kente; accessories: none; expression: smiling; strength: patience; weakness: self-criticism","45843017-b421-4413-8e35-7a6ef073f2b9","2ee851b0562c7a3c38aaa1d7e7f0557f5ea49be8175ccb4231ef86357df36e0f"
"","269","mariam-beauty-queen","mariam beauty queen","Beauty is a fairy tale where mariam appears.","Female","hair:orange; eyes: grey; teeth: none; clothing: multicolour yellow kente; accessories: none; expression: straight face; strength: disciplined; weakness: inability to delegate","b7d96d97-84c2-485f-b60e-e4e86c4d3b34","c01065b068ffb510a9877a8075161eadb7c40f3d295e5a89145c682c10d5ad79"
"","270","obinna-the-musician","obinna the musician","Obinna might never be an a-list artist.","Male","hair:black; eyes: black with glasses; teeth: none; clothing: red v-neck ankara; accessories: none; expression: none; strength: delegation; weakness: lack of experience","afdb0299-327c-46b2-9262-faf90f0fcd12","278fb4ba71dd9414a5e7cbdfd8cce1639f81e2036f77e22691ae15c61c9626a5"
"","271","sandra-the-shybaby","sandra the shybaby","Sandra is a shy woman even at parties.","Female","hair:orange; eyes: blue; teeth: none; clothing: yellow off shoulder; accessories: none; expression: none; strength: friendly; weakness: shyness","bfed40a8-74f7-4ada-ae18-975130247efa","5e908ada7127ff67d7cf09f7f5b0a316036ed48d025fcaa4153e014581cf47a6"
"","272","chiamaka-the-dancer","chiamaka the dancer","Chiamaka dances so well and earned the guinness world record.","Female","hair:black; eyes: grey; teeth: none; clothing: yellow off shoulder; accessories: none; expression: none; strength: creativity; weakness: lack of confidence","43c49497-8d7b-42ef-bb29-769f6c3b0ada","2c7b7edc4fb44c9fc8d851bcb8e19a8f49b557f43f8b2e67826a4e6e83f74aa6"
"","273","mensah-fashion-icon","mensah fashion icon","Mensah outfits are always giving us christopher hemsworth vibes.","Male","hair:black; eyes: black with glasses; teeth: none; clothing: gold with kente; accessories: none; expression: none; strength: public speaking; weakness: lack of experience","87ada09b-38ac-475c-8d46-18680c2dc795","8c7aab30866cb52e6fca7b160e802a02ae15cacd67aac6e48b3257bf9e3f597a"
"","274","lucy-the-fumigator","lucy the fumigator","Lucy is nicknamed the pest exterminator.","Female","hair:red; eyes: blue; teeth: none; clothing: multicolour ankara; accessories: none; expression: none; strength: determination; weakness: self-criticism","c7269d44-aab3-41e7-a54f-18a14f575a6b","eef3d9094df26006a60c6e06a34d07ae46e4c90194377304b646c49c413faa4a"
"","275","nneka-wedding-planner","nneka wedding planner","Nneka plans the best weddings with great details.","Female","hair:brown braids; eyes: grey; teeth: none; clothing: multicolour ankara; accessories: none; expression: none; strength: hard worker; weakness:analytical skills","31ac6b7a-e378-4dc3-999d-b9e8d8473f99","78fbdd903a63512806dd865173d0c41f443b98b931e58b01adc097a549b428f8"
"","276","shakira-the-gangster","shakira the gangster","Shakira is the most feared criminal.","Female","hair:brown braids; eyes: grey; teeth: none; clothing: gold and brown; accessories: none; expression: none; strength: intentional; weakness: rash in decision making","dbdc1351-aa07-46e2-935f-2db071b1b23d","4cdde264bf92990341552aadb0b980c3889912243b6364df20367f75738496c9"
"","277","lola-afropopping-princess","lola afropopping princess","Lola loves to lick lollipops like; she is everyones afropop queen.","Female","hair:brown afro; eyes: closed; teeth: none; clothing: black ankara; accessories: none; expression: none; strength: great communicator; weakness:writing","2f5cadae-e423-4478-8220-37b3ac144169","1125fe6397e652b8f37f69fd123d54322127786a0e5c288feef1661ce8fcc780"
"","278","sharon-walking-dead","sharon walking dead","sharon cannot work under pressure; she is a soft babe.","Female","hair:dark brown; eyes: closed; teeth: open teeth; clothing: blue ankara; accessories: none; expression: loud; strength: people skills; weakness:empathy","1fc37341-7dd1-480c-a01b-a63bee0a2230","3c5efa5a98d95d4d8920e9b1e5208ea2136a61ea5025ac8ed6d5be454f238d02"
"","279","olivia-great-teacher","olivia great teacher","Students enjoys olivia's classes.","Female","hair:dark brown; eyes: closed; teeth: none; clothing: multicolour ankara; accessories: none; expression: none; strength: empathy; weakness: computer literacy ","cfc4419e-bd46-40f6-9654-632ac1138ff1","c308352b5d19824cbbeca424a8a8b8cf3526b176b2350ec6f30f46029d6e37da"
"","280","nicole-sleep-warrior","nicole sleep warrior","Nicole holds the sleep award in our community, she wouldn't wake up at the sound of a detonated nuclear bomb.","Female","hair:black; eyes: closed; teeth: none; clothing: multicolour ankara with red base; accessories: none; expression: none; strength: leadership; weakness: initiative ","710ae821-4603-4124-bd60-a33b515b3b8d","3d832293bc0864ed6d53585690364f9ab3a1e2d92df6656bbba0aad716a09e45"
"TEAM HYDRAULICS","281","busola-the-shakara","busola the shakara","She is a fashion icon that loves luxurious items.","Female","hair: brown; eyes: shades; teeth: closed; clothing: yellow and blue ankara; accessories: shades; expression: passive; strength: confident; weakness: over spending","ec4a855a-5ceb-4f1b-bbd7-a995aa45e875","adb1753b62064f133885f0e0ed5d5bee4fa66a20023073fc021282449a5ec76e"
"","282","bella-the-artist","bella the artist","A lady that host a fashion week show","Female","hair: blond; eyes: shades; teeth: closed; clothing: black and yellow ankara; accessories: shades; expression: straight face; strength: creativity; weakness: perfectionist","48772412-dacb-4984-9e82-8d24fe101265","1632010b7ba2bd007b535ca033fb470debd6d4e18129a4cf794b0936752a9bbf"
"","283","queen-the-extrovert","queen the extrovert","A woman who enjoys being high all the time","Female","hair: brown; eyes: shades; teeth: closed; clothing: multi colored ankara; accessories: shades and smoking pipe; expression: sassy; strength: self assured; weakness: conceited","1712532a-20d9-4ccb-8582-bffd76c9fb67","148684addf1d8e57b48de3b632f813c5761ca667b6548f2c6a340518023dbde6"
"","284","mary-toxic-lady","mary toxic lady","A lady who is toxic around people","Female","hair: two buns; eyes: shades; teeth: white; clothing: animal prints; accessories: shades; expression: angry; strength: bully; weakness: insecurity","bc31af8d-c45d-4797-adfc-596fb22e4e3a","1c2f9126bd28bf72bfdf8605fe1c3cfc92d496ed1676b7cb995e1de07dbd953c"
"","285","elizabeth-the-richkid","elizabeth the richkid","A university undergraduate from a rich background","Male","hair: blond; eyes: shades; teeth: closed; clothing: blacktop; accessories: shades; expression: straight face; strength: wealth; weakness: lack of real friends","21fad782-1b6f-4c2d-b157-9fdb9355c876","c2a4cac4bc00e2398e8ed7cc40e3c23ce96473e86a293a6f97b4ec7f1057ce87"
"","286","larry-the-westerner","larry the westerner","A Yoruba Man who smokes his pipe in peace","Male","hair: covered; eyes: white; teeth: closed; clothing: purple and yellow agbada; accessories: cap and smoking pipe; expression: passive; strength: likes to be in control; weakness: lazy","d4984fa6-dabf-409f-839f-76742ec71500","e15916bf66c4dbb4f803c2d7b5b70c35982c82f1352b85362894fdb7e7d26841"
"","287","danjuma-the-shocked","danjuma the shocked","A pensioneer who got told his bank is on distress","Male","hair: covered; eyes: white; teeth: white; clothing: wrapper across one shoulder; accessories: cap; expression: shocked; strength: hard worker; weakness: shyness","0187ca7f-f3b1-42ae-9e17-c46d58617608","d4170c9181d5a1be8b0ad8591759752f5d18a69b5e398fd84e10fddd654fe19e"
"","288","yomi-the-fashionista","yomi the fashionista","Winner of the Lagos GT Bank fashion week.","Male","hair: covered; eyes: white; teeth: white; clothing: wrapper across one shoulder; accessories: cap; expression: shocked; strength: hard worker; weakness: lack of wealth","16d256ba-dc4e-4559-ae41-59779f351ad3","bfc65af32ec0b2feb368a14a53062aa68b5f68667e34ff9cdcd2f16e03253263"
"","289","ibu-the-importer","ibu the importer","A rich man who steps on people's toes","Male","hair: covered; eyes: light blue; teeth: white and a gold tooth; clothing: isi-agu; accessories: cap; expression: straight face; strength: wealth; weakness: irrational","d3edc876-3f2f-4699-a376-0787bb06c5d5","31ebfc95f0ade8d6bf68b178520668362fce57918d0b6dbeada076d9c1b58b8c"
"","290","massa-the-ghanian","massa the ghanian","A rich trader who loves giving back to the community","Male","hair: covered; eyes: closed; teeth: white; clothing: akan; accessories: cap; expression: happy; strength: wealth; weakness: irrational","9a9a5fbd-7a3c-469c-95f2-50303c2e9fc8","c0ee4eac9b670d78b20fcbfd717bad632242cb854700f39660b1893b2ae8e46f"
"","291","james-the-musician","james the musician","A Nigerian based musician who host shows","Male","hair: brown; eyes: closed; teeth: white; clothing: akan; accessories: none; expression: happy; strength: good voice; weakness: womanizer","0d4ad447-3836-47cd-8387-066b200cda01","00987c1ce8758083ea6bf459634f8e42f9d83ec4a84482e2cc336cbc35376064"
"","292","gbenga-titled-man","gbenga titled man","A chief who is very ambitious in his pursuits for fame","Male","hair: covered; eyes: light blue; teeth: white with a gold tooth; clothing: akan; accessories: none; expression: emotional; strength: friendly; weakness: deceitful","dc6c1a39-ec78-44ca-8296-68c6de7b5de4","df6bb8d1937193e66b6f40e65e2cd0ad6dd94ad357560b3c38038d18fdabd346"
"","293","abaga-the-rapper","abaga the rapper","A flashy millionaire and a music rapper","Male","hair: covered;eyes: closed; teeth: white; clothing: dongri and yellow t-shirt; accessories: cap; expression: happy; strength: wealth; weakness: recklessness","c428411c-5a06-4b74-bd17-e53b76f9fc6c","8eba7593c05ba077952e4cc77f980d550248130c671db8a892e34138e18bcf27"
"","294","izuchukwu-the-fisherman","izuchukwu the fisherman","A fisherman who knows how to paddle well","Male","hair: covered; eyes: closed; teeth: white with a gap tooth; clothing: green shirt; accessories: cap; expression: dozzy; strength: great body-build; weakness: drunkard","15e1caf2-06b3-45d8-9b35-f95965b64e34","352cabe27fcd262ea4d53d879a001460872ebf5fa07535f33ea59480db9407ee"
"","295","mark-the-philanthropist","mark the philanthropist","A London based philantropist.","Male","hair: brown; eyes: white; teeth: closed; clothing: white and blue shirt; accessories: none; expression: irritated; strength: philanthropist; weakness: anger issues","b48cbd98-96c2-4ec4-9d17-2c798be5b90f","f32149baf4be8c06c70e0f133573b0cc75b85922cb57e1dfbe898be5512fdf10"
"","296","desmond-the-politician","desmond the politician","A young politician who just became a minister","Male","hair: covered; eyes: grey; teeth: closed; clothing: yellow and purple agbada; accessories: ila; expression: smirk; strength: team player; weakness: deceitful","c52d4fbb-622b-4e2b-85a9-1a1d0f3d97d6","9639107333ceb00f3658c3c52c03b547257d5b759f308b796218de8f50c80112"
"","297","okoro-the-bachelor","okoro the bachelor","A local palm wine tapper with hopes and dreams","Male","hair: covered; eyes: grey; teeth: white and a gold tooth; clothing: wrapper across one shoulder; accessories: cap; expression: pretense; strength: motivated; weakness: poor","e441439d-49a3-41eb-bf9d-3c7f98c268bf","007b69ac35e93b6f56c8ea657e0ad18f797c04bcdd543c189f157dffab0350d5"
"","298","saro-the-clothemaker","saro the clothemaker","The yoruba man that stole the king's wife.","Male","hair: covered; eyes: grey; teeth: white; clothing: red and yellow agbada; accessories: cap; expression: straight face; strength: good-looking; weakness: womanizer","7e10af4e-1252-4f96-83a8-78411e152bae","48ff9d4d6a73179fd36912d648951e943447b1fc84cfd0a33e7dd35a696b3377"
"","299","kalu-the-ichie","kalu the ichie","A man of wealth with afluence spreading all over the east","Male","hair: covered; eyes: sky-blue; teeth: white; clothing: orange plain and pattern shirt; accessories: cap; expression: happy; strength: wealth; weakness: pride","482ab247-73a4-4ff8-9172-732f3d0729b8","52268f253a52c5ba5c1f984a3ab8b7975af52db629ff34e8494035a76ea6bf9a"
"","300","tamuno-the-prince","tamuno the prince","An Ijaw prince who is also the heir to the throne","Male","hair: covered; eyes: sky-blue; teeth: closed; clothing: akan;  accessories: cap; expression: straight-face; strength: caring; weakness: easily deceived","108447d1-f2d5-4816-8ebb-599286c3fabf","aab889dfba86d989f46f636f8b4a50ed30747d598633af22744caa775b761312"
"TEAM SCALE","301","wendy-the -banker","wendy the  banker","Wendy loves working in the bank, as she gets to meet different people.","Female","hair: dark red; eyes: blue; teeth:none; clothing: blue and yellow ankara; accessories: none; expression: shocked; strength: none; weakness: none ","1d51d23f-912a-4616-b265-2a4fd8f48260","fca99fe662cc09761ca9602a821ab1b17b46b7c40feefc4fa9c2c5e293245d0a"
"","302","uduak-the -dark horse","uduak the dark horse","Uduak looks innocent and has the whole apartment bugged","Female","hair: brown; eyes: blue; teeth:none; clothing: multi-colored ankara; accessories: none; expression: witty; strength: none; weakness: none ","4fc5ee8f-6b10-4a06-a799-317c9a8344e2","f8414c8050d5967399f9226b1e3f77dd94db7c0caf3dff13186cd1b582f37432"
"","303","timeyin-the -eccentic","timeyin the eccentic","Timeyin is as eccentric as they come with no care for others opinions","Female","hair: brown; eyes: blue; teeth:none; clothing: multi-colored ankara; accessories: smoking pipe; expression: high; strength: none; weakness: none ","55aa2446-52d0-4b4e-af61-788784a29d8d","1f68aab17e514300ccb38eef5419c7330537251d843c00a5547029a2ad75573c"
"","304","omawunmi-the -businesswoman","omawunmi the businesswoman","Omawunmi is a no-nonsense woman with a shop in idumota","Female","hair: pink; eyes: blue; teeth: white teeth; clothing: yellow ankara; accessories: none; expression: angry; strength: none; weakness: none ","678c63f7-69a5-4082-9dd2-cabf9234dbc4","9d55439ae4c3677a25d1a5068b00f9b4c467140dd76b562f44b9e63014b4769c"
"","305","halima-the-housewife","halima the housewife","Halima loves to bake and cook for her children","Female","hair: brown; eyes: blue; teeth: none; clothing: ankara designed with yellow red and green; accessories: none; expression: tired; strength: none; weakness: none ","2275b7d4-fee8-483f-adfb-517ec3f25f3d","c9a1eb48e13b098bf61a8b4cb91f50c7b489ea0a787dbca99ea772c47997bc54"
"","306","muna-the -block sister","muna the block sister","Muna loves to tell everyone in the block about her younger escapades","Female","hair: black; eyes: blue; teeth: none; clothing: wolf skin ankara; accessories: headgear; expression: shocked; strength: none; weakness: none ","86decb02-71e9-4826-bfdd-611db2f9d95e","00f73e9d8c2c317afb1b2539541bf9055d2c9f45b33424ab5fef7c5de3311b43"
"","307","stella-the -gossip","stella the gossip","Nobody gossips on the block like stella when smoking.","Female","hair: red; eyes: covered eyes; teeth: none; clothing: black ankara with bright design; accessories: none; expression: calm; strength: none; weakness: none ","9d6d17db-eca7-462c-b975-214a93198914","44afc2b27fbb07b889d5e0747461ec95e2060c204411ee7ae6be1c55f76a4d63"
"","308","agbani-the-wannabe","agbani the wannabe","Agbani loves to shop antique decorations for her mansion in Idi-Iroko.","Female","hair: purple hair; eyes: covered eyes; teeth: none; clothing: blue one-armed dress; accessories: none; expression: happy; strength: none; weakness: none ","baab2dff-73fc-44f8-9c1b-3473018a1e32","94096be31d18d3e0889f580d5d67cd5f1479e27f87508f5b21a5695e16bca42d"
"","309","asante-the -warrior","asante the warrior","Asante came from a long line of warriors in Ghana.","Female","hair: pink braids; eyes: covered eyes; teeth: none; clothing: one-armed brightly colored dress; accessories: none; expression: calm; strength: none; weakness: none ","c7a25f63-441e-49db-9718-6f48dfcb6b7d","467130bc1776bd13fe8c047ad0cd0d8d12099d388239867ad471938e09a715f4"
"","310","hilda-the -insomaniac","hilda the insomaniac","Hilda prefers to sleep during the day.","Female","hair: pink; eyes: covered eyes; teeth: none; clothing: multi colored ankara; accessories: none; expression:calm; strength: none; weakness: none","10d02fba-84c8-40bd-b7d6-f27d9431be7f","9363585a6ecc24e8c74262c60cc6b603d46451f305d1647cbd1fb95d5f4bf03c"
"","311","sisi yemi-the -street aunty","sisi yemi the street aunty","Sisi Yemi is everyone's favourite street aunty.","Female","hair: dark brown; eyes: brown eyes; teeth: none; clothing: blue and yellow ankara; accessories: none; expression: shocked; strength: none; weakness: none ","196bd3ac-165d-4c28-bb43-fdc4e95d3e7b","029228b0c9a1116883004d1a165b96e5fc7d9588da598aeb6d32291e1817fc0c"
"","312","chiamaka-the -bully","chiamaka the bully","Chiamaka hates people in her business and likes to scare the kids on the block.","Female","hair: pink; eyes: brown; teeth: none; clothing: multi-colored ankara; accessories: smoking pipe; expression: strong; strength: none; weakness: none ","10f44a39-9d46-43e1-a650-b288fcef2564","d86b8e824877cee5cd4403dc53c2f0ce3a7e0016b8026c9295a8d998d9d0be6c"
"","313","gift-the-fashionista","gift the fashionista","Gift has always been bold and that spreads to her fashion sense too.","Female","hair: brown; eyes: brown; teeth :none; clothing: multi-colored ankara; accessories: none; expression: witty; strength: none; weakness: none ","0775764b-bd66-45eb-95db-ed0bc3b4ce96","0b8b8985cc1fae827fe2e638147d078febabb66e8ebc3ba4b38e016925a83441"
"","314","omoyene-the-weirdo","omoyene the weirdo","Omoyene likes to murmur to herself and talks about seeing ghosts.","Female","hair: brown; eyes: brown; teeth: none; clothing: yellow ankara; accessories: none; expression: calm; strength: none; weakness: none ","f937a43e-4068-4239-81fc-2d38b805bb24","8fbf12dfd6bc0bf79499011d1a9710a032a431a910f13dc9f4d65ace4e2ef23e"
"","315","maria-the -freshface","maria the freshface","Maria likes to believe the world is sunshine and rainbows while blowing gum.","Female","hair: pink; eyes: brown eyes; teeth: white teeth; clothing: yellow green and red ankara; accessories: none; expression: furious; strength: none; weakness: none ","ad9e356a-eac3-4b88-ab26-d5b160480f79","c5f88c08caefe24ab450b8b5d72936a3d55f0cc13b72fcfe4694647a8c7c663f"
"","316","monica-the -smoker","monica the smoker","Monica is never found without a pipe and loves to interject in every conversation.","Female","hair: grey; eyes: covered eyes; teeth: none; clothing: black ankara with bright designs; accessories: yellow glasses; expression: hip; strength: none; weakness: none ","328fcef2-81c3-4620-9446-c472ba7495ea","f7b85cc0cb49385cdd06cba55f112056ec764c57edfa4621e03e48680b554510"
"","317","janet -is always -found singing ","janet the singer","Janet is always found singing in whatever activity she’s doing.","Female","hair: purple; eyes: covered eyes; teeth: none; clothing: yellow and blue ankara; accessories: yellow glasses; expression: cool; strength: none; weakness: none ","50393214-af0c-4e21-88f7-5c031c46a8b4","201f602aa48696f62918ebf9de4951544c62f117969100cfaa10e9c4b5d9d4a7"
"","318","emi-the-reggae-girl","emi the reggae girl","EMi is a beautiful dancer; she rules the reggae world.","Female","hair:pink braids; eyes: covered eyes; teeth: none; clothing: multicolored ankara; accessories: yellow glasses; expression: happy; strength: none; weakness: none ","a5435181-91be-47eb-9df1-002115e1fbdd","ca59297a78c4a4156a38f8fbaf27dece14acc34a06731095f0cde943b52d9d65"
"","319","aisha-love-the-life-of-the-party","aisha love the life of the party","Aisha always party during the weekend.","Female","hair: red; eyes: covered eyes; teeth: none; clothing: wolf skin ankara; accessories: yellow glasses; expression: hip; strength: none; weakness: none ","04eb2777-ccee-411d-be96-dfd02605b329","918c0eeab69872e1451d7bd3d28e0c0ccc9f74317daa7d4c4a7a798d9c87a3ef"
